7761,Moriz Rosenthal,Carnaval De Vienne,Soloist: Moritz Rosenthal
7762,Sir Edward Elgar,Symphony No. 2 in E flat major - 1st movement,"Orchestra: The Hall&#xE9; Orchestra
Conductor: Sir John Barbirolli"
7763,Beatrix Potter,Tale Of The Flopsy Bunny - We Don't Care,"Artist: Marcia Ashton, Vivien Leigh, Jennifer Browne, Joy Leman"
7764,Jimmy Shand and His Band,The Reel Of The 51st Highland Division,""
7765,Wham!,Wake Me Up Before You Go Go,""
7766,Frank  Nancy Sinatra,Something Stupid,""
7767,Gilbert  Sullivan,We're called gondolieri (from The Gondoliers),"Soloist: Richard Lewis, John Cameron
Orchestra: The Pro Arte Orchestra
Conductor: Sir Malcolm Sargent"
7768,Tony Rees And The Cottagers,Viva El Fulham,Artist: The Fulham Cup Squad
7769,Benjamin Britten,Billy Budd,"Orchestra: London Symphony Orchestra
Conductor: Benjamin Britten"
7770,George Frideric Handel,Tamerlano,"Soloist: Michael Chance
Orchestra: English Baroque Soloists
Conductor: John Eliot Gardiner"
7771,Sir Hubert Parry,Blest Pair Of Sirens,"Choir: The Choir Of Winchester Cathedral
Orchestra: The Bournemouth Symphony Orchestra"
7772,Stephanie Coles,Soldiering On,""
7773,Sir Charles Villiers Stanford,Symphony No. 3 in F minor 'Irish',"Orchestra: The Ulster Orchestra
Conductor: Vernon Handley"
7774,Frederick Delius,A Mass of Life,Orchestra: The London Philharmonic Orchestra
7775,Arnold Bax,Tintagel,"Orchestra: The New Symhony Orchestra Of London
Conductor: Eugene Goosens"
7776,Johann Sebastian Bach,"Cantata No. 96: Herr Christ,  der ein'ge Gottes-Sohn",Orchestra: Andre Marchal
7777,Aragon,C,Artist: Francis Poulenc  Piete Bernac
7778,Frederick Delius,A Mass Of Life,"Conductor: Norman Del Mar
Choir: The BBC Singers
Orchestra: The BBC Symphony Orchestra"
7779,Audrey Hepburn,I Could Have Danced All Night,""
7780,"11th Army Officers' Training School Chorus, Hamburg",Lilli Marlene,""
7781,Glenn Miller,A Nightingale Sang In Berkeley Square,""
7782,Patricia Hodge,Pride  Prejudice,Composer: Jane Austen &#x2013; BBC RADIO 4 WOMAN'S HOUR
7783,Stephen Foster,My Old Kentucky Home,Choir: Mormon Tabernacle Choir
7784,Sandie Shaw,Puppet on a String,""
7785,Johann Sebastian Bach,Cantata No. 80: Ein feste Burg ist unser Gott,Orchestra: The Vienna Chamber Orchestra And Academic Choir
7786,Billie Holiday,He's Funny That Way,""
7787,Jacques Offenbach,Orpheus in the Underworld,Orchestra: The Paris Philharmonic Orchestra
7788,Kenny Barron Trio,Slow Grind,""
7789,Richard Strauss,Der Rosenkavalier Waltz,"Soloist: Ludwig Weber
Orchestra: Vienna Philharmonica
Conductor: Erich Kleiber"
7790,Richard Wagner,The Flying Dutchman,"Soloist: Herman Uhde
Orchestra: The Bayreuth Festival Orchestra and Chorus"
7791,George Frideric Handel,Rinaldo,"Soloist: Samuel Ramey
Orchestra: The Philharmonia Chorus and Orchestra"
7792,Jacques Offenbach,"Scintille, diamant (from Tales Of Hoffmann)","Soloist: Sherrill Milnes
Orchestra: The New Philharmonic Orchestra"
7793,Wolfgang Amadeus Mozart,Don Giovanni,Soloist: Ezio Pinza
7794,Jacques Offenbach,La Belle H&#xE9;l&#xE8;ne,Soloist: Jussi Bj&#xF6;rling
7795,Kenneth McKellar,Bonnie Lass Of Ballochmyle,""
7796,Wolfgang Amadeus Mozart,Piano Concerto No. 20 in D minor - 2nd movement,"Soloist: Walter Gieseking
Orchestra: The Philharmonia Chorus and Orchestra"
7797,Alexander Morton,Man Was Made To Mourn,""
7798,A. Lara,Granada,"Soloist: Placido Domingo
Orchestra: London Symphony Orchestra
Conductor: Karl Heinz - Loges"
7799,Paul McCartney  Wings,Mull Of Kintyre,""
7800,Sir Edward Elgar,The Dream of Gerontius - Prelude,Orchestra: City Of Birmingham Symphony Orchestra
7801,Ludwig van Beethoven,Symphony No. 1 in C Major,Orchestra: Academy of St Martin in the Fields
7802,Wolfgang Amadeus Mozart,Slow March (from The Marriage of Figaro),Orchestra: The Regimental Band Of The Coldstream Guards
7803,King's College Chapel Choir,Jesus Christ The Apple Tree,""
7804,Edvard Grieg,"Wedding day at Troldhaugen (from Lyric Pieces Book 8, Op. 65)",Soloist: Helge Antoni
7805,Paul Robeson,Passing By,""
7806,Pyotr Ilyich Tchaikovsky,Sleeping Beauty - Aurora's Wedding  The Bluebird,"Soloist: Raphael Wallfisch
Orchestra: The English Chamber Orchestra"
7807,Judy Collins,Michael From Mountains,""
7808,Vangelis,Conquest Of Paradise,""
7809,Steve Wright  Mike Timoney,Theme From Brookside,""
7810,James Galway,Into The Forest,""
7811,Bob Seger  The Silver Bullet Band,Roll Me Away,""
7812,The Beach Boys,Kokomo,""
7813,Slim Whitman,Candy Kisses,""
7814,Joe Bushkin,Sentimental Journey,""
7815,The Massed Welsh Male Voice Chorus,Twenty-Third Psalm In Gaelic,""
7816,Los Paraguayos,Bell Bird,""
7817,George Frideric Handel,Dead March (from Saul),Orchestra: The English Chamber Orchestra
7818,The DAN AIR Scottish Pipe Band,Scotland The Brave,""
7819,Pyotr Ilyich Tchaikovsky,Sleeping Beauty Capriccio Italien,"Orchestra: Berlin Philharmonic
Conductor: Mstislav Rostropovich"
7820,Phil Harris,The Darktown Poker Club,""
7821,Simon  Garfunkel,Homeward Bound,""
7822,The Goons,The International Christmas Pudding,""
7823,Dean Jones  Susan Browning,Company Barcelona,""
7824,Teresa Stratas,Youkali,""
7825,Amarlal,Haveli Sangit,""
7826,Igor Stravinsky,Auction Scene (from The Rake's Progress),"Soloist: John Dobson
Choir: The London Sinfonietta Chorus
Conductor: Riccardo Chailly"
7827,Orchestre national du Capitole de Toulouse,Trois morceaux en forme de poire,"Soloist: Aldo Ciccolini, Gabriel Tacchino"
7828,Igor Stravinsky,Italian Suite for Cello and Piano - Introduction,"Soloist: Roland Pontinen, Torleif Thedeen"
7829,The Andrews Sisters,Patience And Fortitude,""
7830,Leos Janacek,Sinfonietta - 1st movement,"Orchestra: Czech Philharamonic
Conductor: Karel Ancerl"
7831,Arnold Schoenberg,"String Trio, Op. 45",Soloist: Jan Popichal
7832,Gustav Mahler,Symphony No. 10 in F sharp minor - Flute solo from 5th movement,Orchestra: The Bournemouth Symphony Orchestra
7833,Benjamin Britten,"Nocturne (from Serenade for Tenor, Horn and Strings)","Soloist: Peter Pears, Benjamin Britten
Orchestra: London Symphony Orchestra"
7834,Johann Sebastian Bach,Goldberg variations - Variation No. 26,Soloist: Andras Schiff
7835,Hector Berlioz,Romeo and Juliet,Orchestra: the Montreal Symphony Orchestra
7836,Nat King Cole  Natalie Cole,Unforgettable,""
7837,U.S.A. for Africa,We Are The World,""
7838,The Imilonji Kantu Choral Society,Bawo Ndixolele,""
7839,Leslie Holmes,What Can You Give A Nudist For Her Birthday?,""
7840,Gioachino Rossini,D'amour et d'esperance (from Le comte Ory),"Soloist: Cora Canne-Maijer / Sari Barabas / Juan Oncina
Orchestra: Glyndebourne Festival Orchestra
Conductor: Vittorio Gui"
7841,Franz Schubert,Rosamunde  - Entr'acte in D major,"Orchestra: Chamber Orchestra Of Europe
Conductor: Claudio Abbado"
7842,Giuseppe Verdi,"Schiudi, inferno, la bocca (from Macbeth)","Orchestra: Orchestra and Chorus Of The Bologna Theatre
Conductor: Riccardo Chailly"
7843,Leos Janacek,Jenufa's Prayer (from Jenufa),"Soloist: Elisabeth Soderstrom
Orchestra: Vienna Philharmonica
Conductor: Charles MacKerras"
7844,Stanley Unwin,Pidey Pipeload Of Hamling,""
7845,Gustav Mahler,Symphony No. 1 in D major - 3rd movement,"Orchestra: The Columbia Symphony Orchestra
Conductor: Bruno Walter"
7846,John Gay,Fill Every Glass (The Beggar's Opera),Orchestra: The Broadside Band
7847,Johannes Brahms,"Geistliches Wiegenlied, Op. 91/2","Soloist: Phyllis Spurr, Kathleen Ferrier, Max Gilbert"
7848,Jessye Norman,There Is A Man Going Around,""
7849,Nahum Tate,While Shepherds Watched Their Flocks,"Choir: Taverner Choir  Players
Conductor: John Parrott"
7850,William Shakespeare,Fear no more the heat o' the sun (from Cymbeline),Artist: Edith Evans
7851,Martyn Hill  Graham Johnson,A Chloris,""
7852,John Tavener,Akathist of Thanksgiving,Orchestra: BBC Symphony Orchestra  Singers
7853,Manchester Schools Choir,The Dance Duet from Hansel  Gretel,""
7854,Patriarchal Choirs of Constantinople,The Holy Passion (Greek),""
7855,Wolfgang Amadeus Mozart,Pa-Pa-Pa-Papagena (from The Magic Flute),"Soloist: Walter Berry  Emmy Loose
Orchestra: Vienna Philharmonic"
7856,The Dagar Brothers,Ragar Lalit,""
7857,John Tavener,Blessed Duet (from Mary of Egypt),Soloist: Patricia Rozario  Stephen Varcoe
7858,Muzsik&#xE1;s,Szol A Kakas Mar,""
7859,Leos Janacek,Sinfonietta - 5th movement,"Orchestra: The Bamberg Symphony Orchestra
Conductor: Neeme Jarvi"
7860,The Polish Army's Central Artistic Ensemble,Zog Nit Keinmol (Never Say This Is The Last Road),""
7861,The Choir From The West London Synagogue,Shema Koleinu,""
7862,Ravi Shankar,Gat Kirwani,""
7863,Kid Ory's Creole Jazz Band,St Louis Blues,""
7864,Israel Zohar,Kol Haoalm Kulo Gesher Tzar M' Od,""
7865,Harry Nilsson,Without You,""
7866,Michael Balfe,The Bohemian Girl: I Dreamt I Dwelt In Marble Halls,"Soloist: Dame Joan Sutherland
Orchestra: London Symphony Orchestra"
7867,The Red Army Ensemble: Moscow Military District,Tipperary,""
7868,Leos Janacek,The Cunning Little Vixen Prelude,"Orchestra: Orchestra of the Royal Opera House, Covent Garden"
7869,Sergey Vasilievich Rachmaninov,Piano Concerto No. 3 in D minor - 2nd movement,Artist: RCA Victor Symphony Orchestra
7870,Maurice Ravel,String Quartet in F major - 1st movement,Orchestra: Quartetto Italiano
7871,Igor Stravinsky,2nd Tableau of Les Noces,Orchestra: English Bach Festival Orchestra  Chorus
7872,Carl Nielsen,Symphony No. 6 - 1st movement,"Orchestra: BBC Symphony Orchestra
Conductor: Andrew Davis"
7873,Alban Berg,Wozzeck,"Orchestra: Vienna Philharmonic
Conductor: Claudio Abbado"
7874,Sir Harrison Birtwistle,Earth Dances,"Orchestra: BBC Symphony Orchestra
Conductor: Peter Eotvos"
7875,Max Bruch,Violin Concerto No. 1 in G minor - 1st movement,"Soloist: Zino Francescatti
Orchestra: The New York Philharmonic
Conductor: Thomas Schippers"
7876,Ludwig van Beethoven,"Komm, Hoffnung (from Fidelio)","Soloist: Christa Ludwig
Orchestra: Philharmonic Orchestra
Conductor: Otto Klemperer"
7877,Gaspare Spontini,La Vestale Aria - 'Tu Che Invoco',"Soloist: Serafin, Maria Callas
Orchestra: Orchestra Of La Scala, Milan"
7878,Franz Schubert,"Aufl&#xF6;sung, D807","Soloist: Ian Partridge, Jennifer Partridge"
7879,Stanley Holloway,Get Me to the Church on Time,""
7880,Ella Fitzgerald,Russian Lullaby,""
7881,Russ Columbo,You Call It Madness,""
7882,Elton John,Goodbye Yellow Brick Road,""
7883,Mott the Hoople,Golden Age Of Rock 'n' Roll,""
7884,James,Laid,""
7885,The Pogues  Kirsty MacColl,Fairytale Of New York,""
7886,Bruce Springsteen,Cadillac Ranch,""
7887,Duke Ellington  His Orchestra,Basin Street Blues,""
7888,Franz Schubert,Symphony No. 6 in C Major,Orchestra: Academy of St Martin in the Fields
7889,The Drummers of Burundi,Drummers Of Burundi,""
7890,Anil Mohile,Indian Water Music,""
7891,Sir Adrian Boult,These Things Shall Be,"Soloist: John Carol-Case
Orchestra: The London Philharmonic Orchestra"
7892,The Trinidad Calypso Troubadors,Last Train To San Fernando,""
7893,Johann Sebastian Bach,Mass in B minor  - Sanctus,"Orchestra: The New Philharmonic Orchestra
Conductor: Otto Klemperer
Choir: The BBC Singers"
7894,Leo Kottke,Ojo,""
7895,Hughes/Williams,Guide Me O Thou Great Jehovah,Choir: The Huddersfield Choral Society
7896,Butch Thompson,Deep Creek,""
7897,Antonin Dvorak,"Romance in F minor, Op. 11","Soloist: Pinchas Zukerman
Orchestra: The Saint Paul Chamber Orchestra"
7898,Bill Hinkley  Judy Larson,A Capital Ship,""
7899,Merle Haggard,The Bottle Let Me Down,""
7900,The Beach Boys,Fun Fun Fun,""
7901,Slinger Francisco,Capitalism Gone Mad,""
7902,Judy Garland  Fred Astaire,A Couple Of Swells,""
7903,"Martin Luther King, Jr.",March Of Washington 1963,""
7904,Giacomo Puccini,La Boh&#xE8;me,"Soloist: M Caballe, Placido Domingo
Orchestra: The London Philharmonic Orchestra"
7905,Crowd at Cardiff Arms Park,Land Of My Fathers,""
7906,Jos&#xE9; Carreras,O Sole Mio,""
7907,Wolfgang Amadeus Mozart,La finta giardiniera,"Orchestra: English Northern Sinfonia
Conductor: Alan Hacker"
7908,Sir Harrison Birtwistle,Hymn to the Sun Interlude,Artist: Alan Hacker
7909,Ustad Bismillah Khan,Mishra Thumri,""
7910,Tony Coe,A Kaleidoscope Of Rainbows,""
7911,Claudio Monteverdi,Il Ritorno d'Ulisse in Patria,"Soloist: Rotraut Hansmann
Conductor: Nikolaus Harnoncourt"
7912,Auscultate,Veni Creator Spiritus,""
7913,Stan Getz,My Funny Valentine,Artist: J J Johnson
7914,Barbara Dickson,Marilyn Monroe,""
7915,Sounds of the Sea and Ships,Foghorns On The Mersey,""
7916,Flight of the Condor,Papel De Plata,""
7917,The Massed Pipes And Drums Of The Scottish Regiments,Blue Bonnets,""
7918,Les Troubadours du Roi Baudouin,Kyrie From The Missa Luba,""
7919,The Original London Cast Of Les Miserables,Red And Black,""
7920,Barbra Streisand,Memory,""
7921,Enya,Ebudae,""
7922,Video Symphonic,The Flame Trees Of Thika,""
7923,The Massed Pipes And Drums Of The Scottish Regiments,Blue Bonnets  Drum Prelude,""
7924,Mormon Tabernacle Choir,Battle Hymn Of The Republic,Conductor: Jerold Ottley
7925,Douglas MacArthur,General Of The Army MacArthur's Report To Congress,""
7926,Richard Wagner,In fernem Land (frm Lohengrin),"Soloist: Rene Kollo
Orchestra: Berlin Philharmonic
Conductor: Herbert von Karajan"
7927,C&#xE9;sar Franck,Panis Angelicus - O Holy Night,Soloist: Luciano Pavarotti
7928,Paul Robeson,Londonderry Air (Danny Boy),""
7929,John Coltrane,Giant Steps,""
7930,The Jimmy Giuffre Trio,Train And The River,""
7931,Stan Tracey Quintet,Straight No Chaser,""
7932,Bessie Smith,Young Woman's Blues,""
7933,Thelonious Monk,Rhythm-A-Ning,""
7934,Pullen / Dean,Saturday Night At The Cosmos,"Soloist: George Adams
Orchestra: Don Pullen Quartet"
7935,The Shadows,Man Of Mystery,""
7936,Gy&#xF6;rgy Ligeti,Requiem,"Soloist: Liliana Poli / Barbra Ericson
Choir: Choir Of The Bayerischen Rundfunks
Orchestra: Symphony Orchestra Of Hessischen Rundfunks
Conductor: Mihael Gielen"
7937,The Beatles,Drive My Car,""
7938,Johann Sebastian Bach,"Chorale Prelude: Ach, bleib bei uns, Herr Jesu Christ",Soloist: Daniel Chorzempa
7939,Paul Simon,Hearts And Bones,""
7940,Johann Sebastian Bach,Italian Concerto in F major - 3rd movement,Soloist: George Malcolm
7941,Ella Fitzgerald,All of Me,""
7942,Hoagy Carmichael,I Get Along Without You Very Well,""
7943,Nic Jones,Teddy Bears' Picnic,""
7944,Randy Newman,Baltimore,""
7945,Leon Rosselson,Tim McGuire,""
7946,Bob Dylan,A Hard Rains A-Gonna Fall,""
7947,Karlheinz Stockhausen,Gruppen For 3 Orchestras,Conductor: Pierre Boulez
7948,Robert Fayrfax,Aeternae Laudis Lilium,"Choir: The Sixteeen
Conductor: Harry Christophers"
7949,Blossom Dearie,Love Is Here To Stay,""
7950,Igor Stravinsky,Symphonies of Wind Instruments,"Orchestra: French National Orchestra
Conductor: Pierre Boulez"
7951,Frankie Valli,Sherry,""
7952,Wolfgang Amadeus Mozart,Se vuol ballare (from The Marriage of Figaro),"Soloist: Claudio Desderi
Choir: Glyndebourne Chorus
Orchestra: The London Philharmonic Orchestra
Conductor: Bernard Haitink"
7953,Flanders and Swann,Hippopotamus Song,""
7954,Dan Ackroyd  John Belushi,Everybody Needs Somebody (To Love),""
7955,Madness,One Step Beyond,""
7956,Jessye Norman,The Holy City,""
7957,Claudio Monteverdi,"Exulta, filia Sion",Soloist: Ian Partridge
7958,Grateful Dead,Golden Road (To Unlimited Devotion),""
7959,Johann Sebastian Bach,Mass in B minor  - Et in carnaus est,"Choir: The Monteverdi Choir
Conductor: John Eliot Gardiner"
7960,Martin Lawrence,Chu Chin Chow Here Be Oysters,""
7961,Fr&#xE9;d&#xE9;ric Chopin,"Mazurka in B flat major, Op. 7/1",Artist: Artur Rubinstein
7962,Wolfgang Amadeus Mozart,"Don Giovanni Act 2, Scene 6","Soloist: Giuseppe Taddei, Eberhard Wachter
Orchestra: The Philharmonia Chorus and Orchestra
Conductor: Carlo Maria Giulini"
7963,Tobias Picker,The Encantadas,"Soloist: John Gielgud
Ensemble: Houston Symphony
Conductor: Christoph Eschenbach"
7964,Franz Schubert,"13 Variations on Trockne Blumen, D802","Soloist: Alain Marion, Pascal Roge"
7965,Aled Jones,Ave Maria,""
7966,British Legion Choir,Lilli Marlene,""
7967,Lennie Niehaus,Yours,""
7968,Sunbury Junior Singers Of The Salvation Army,"Silent Night, Holy Night",""
7969,Paul Brady,Helpless Heart,""
7970,Tim Hardin,How Can We Hang On To A Dream?,""
7971,The Beatles,All My Loving,""
7972,David Ackles,Down River,""
7973,Aretha Franklin,Somewhere,""
7974,The Blue Nile,The Downtown Lights,""
7975,Al Bowlly,Easy Come Easy Go,""
7976,German Soldiers,Lilli Marlene,""
7977,Artie Shaw,Begin the Beguine,""
7978,Cast Of Ace Of Clubs,Three Juvenile Delinquents,""
7979,Fenella Fielding,Only A Passing Phase,""
7980,Lizbeth Webb,This Is My Lovely Day,""
7981,Zairean Immigrants On Remand At Pentonville Prison,African Hymn,""
7982,Sir John Betjeman,Cornwall In Childhood,""
7983,Wandsworth Prisoners,West Side Story Officer Krupky,""
7984,George Butterworth,Banks of Green Willow,"Orchestra: Academy Of St. Martin In The Fields and Choir
Conductor: Neville Marriner"
7985,Steve Conway,At The End Of The Day,""
7986,Kenny Everett,Adventures Of Captain Kremmen,""
7987,ABBA,Honey Honey,""
7988,Mike Batt,Children Of The Sky,""
7989,Giacomo Puccini,Preludio sinfonico (Symphonic Prelude),Orchestra: Radio Symphony Orchestra Of Berlin
7990,George M. Cohan,Over There,""
7991,James Galway  Cleo Laine,Skylark,""
7992,Jim Croce,Workin' At The Carwash Blues,""
7993,Igor Stravinsky,Infernal dance of King Kaschei (from The Firebird Suite),"Orchestra: London Symphony Orchestra
Conductor: Claudio Abbado"
7994,Billie Holiday,Moonlight In Vermont,""
7995,Inti-Illimani,Alturas,""
7996,Bix Beiderbecke,"T'ain't So, Honey, T'ain't So",Orchestra: Paul Whiteman Orchestra
7997,Kronos Quartet,Spreading,""
7998,Michael Crawford,Billy,"Artist: Gay Soper, Diana Quick, Elaine Page"
7999,R.E.M.,Endgame,""
8000,Astrud Gilberto,Summer Samba So Nice,""
8001,The Beach Boys,Surf's Up,""
8002,Voice of the Beehive,Monsters And Angels,""
8003,The Kinks,Arthur,""
8004,Richard Rodgers  Oscar Hammerstein II,If I Loved You,"Soloist: Joanna Riding
Orchestra: National Theatre Orchestra
Conductor: James Holmes"
8005,Giuseppe Verdi,"Pst, pst, Nannetta (from Falstaff)","Soloist: Mirella Freni, Alfredo Kraus
Orchestra: RCA Italiana Opera Orchestra and Chorus
Conductor: George Solti"
8006,The Beatles,Lucy in the Sky with Diamonds,""
8007,Sergei Sergeyevich Prokofiev,Violin Concerto No. 2 in G minor - 2nd movement,"Soloist: Schlomo Mintz
Orchestra: Chicago Symphony Orchestra
Conductor: Claudio Abbado"
8008,Wolfgang Amadeus Mozart,"Ah, taci in giusto core (from Don Gionanni)","Soloist: William Shimell / Samuel Ramey / Carol Vaness
Orchestra: Vienna Philharmonica
Conductor: Riccardo Muti"
8009,Johnny Silver  Stubby Kaye,Guys And Dolls,""
8010,Jeff Beck,High Heel Sneakers,""
8011,Bryan Ferry,These Foolish Things,""
8012,Tony Ashton,Saturday Night Sunday Morning,""
8013,Johann Sebastian Bach,Toccata And Fugue In D Minor,Soloist: Peter Hurford
8014,Bernard Kerr,"England Winning Back The Ashes From The Australians, 1953",""
8015,Gilbert  Sullivan,When I was a lad (from HMS Pinafore),Ensemble: D'Oyly Carte Opera Company
8016,Dykes,Eternal Father Strong To Save,Choir: Royal Naval College Chapel Choir
8017,Antonin Dvorak,Cello Concerto in B minor - 3rd movement,"Soloist: Mstislav Rostropovich
Orchestra: Boston Symphony Orchestra
Conductor: Seiji Ozawa"
8018,Wolfgang Amadeus Mozart,Finale (from Die Entf&#xFC;hrung aus dem Serail),"Orchestra: English Baroque Soloists
Conductor: John Eliot Gardiner"
8019,Whitney Houston,Just The Lonely Talking Again,""
8020,Billy Ocean,When The Going Gets Tough The Tough Get Going,""
8021,Ricky Valance,Tell Laura I Love Her,""
8022,Chris Rea,Driving Home For Christmas,""
8023,Heatwave,Always And Forever,""
8024,Dennis Brown,Wonderful World,""
8025,Gustav Mahler,Symphony No. 1 in D major,"Orchestra: Philadelphia Orchestra
Conductor: Riccardo Muti"
8026,Antonio Vivaldi,Qui sedes ad dexteram (from Gloria in D major),"Orchestra: The Philharmonia Orchestra  Chorus
Conductor: Riccardo Muti"
8027,Vincenzo Bellini,"Deh! tu, deh! Tu, bell'anima (from I Capuleti e i Montecchi)","Soloist: Agnes Baltsa, Edita Gruberova
Orchestra: The Orchestra Of The Royal Opera House (Covent Garden)
Conductor: Riccardo Muti"
8028,Johann Strauss II,Egyptian March,"Orchestra: Vienna Philharmonica
Conductor: Riccardo Muti"
8029,Phil Coulter,The Green Glens Of Antrim,""
8030,Sir John Stainer,The Crucifixion - So Thou Liftest Thy Divine Petition,"Soloist: David Hughes, John Lawrenson"
8031,Players of West Ham United,I'm Forever Blowing Bubbles,""
8032,Wolfgang Amadeus Mozart,Serenade No. 13 in G major 'Eine kleine Nachtmusik' - 2nd movement,Orchestra: The Amadeus Quartet
8033,Herbert Brewer,Magnificat in D,"Soloist: Richard Seal
Choir: The Salisbury Cathedral Choir"
8034,Arthur Smith,Duelling Banjos (Theme from Deliverance),""
8035,Miles Davis Quintet,Walkin',""
8036,The Chieftains,Bonaparte's Retreat,""
8037,The New Tango Quintet,Mumuki,""
8038,Johann Strauss II,Pizzicato Polka,"Orchestra: Vienna Philharmonia Orchestra
Conductor: Willi Boskovsky"
8039,Wolfgang Amadeus Mozart,The Marriage Of Figaro Overture,"Orchestra: The Philharmonia Orchestra
Conductor: Carlo Maria Giulini"
8040,Reinhard Mey,Alle Gute Dinge Sind Drei,Soloist: Reinhard Mey
8041,James P. Johnson,The Charleston,"Ensemble: The Savoy Havana Band, The Savoy Orpheans"
8042,Don Williams,Gettin' Back Together Tonight,""
8043,James Galway,The Wayward Wind,""
8044,Humphrey Lyttelton and His Band,St Louis Blues,""
8045,John Julius Norwich,Borgias Are Having An Orgy,""
8046,Robert Alda,Luck Be A Lady,""
8047,Michael O'Duffy,Slattery's Mounted Fut,""
8048,Arthur Bliss,Things to Come,"Conductor: Muir Mathieson
Orchestra: London Symphony Orchestra"
8049,Peter Shephard,Shephard Tone,""
8050,Barbara Cook,If Love Were All,""
8051,Joan Sutherland,My Hero,""
8052,Sir Hubert Parry,Blest Pair of Sirens,"Choir: London Philharmonic Choir
Orchestra: London Philharmonic Orchestra
Conductor: Sir Adrian Boult"
8053,David Croft,Friends,Artist: Billy Cotton
8054,Anne Ziegler  Webster Booth,When We Are Married,""
8055,Arthur Lowe,I Couldn't Do A Thing Like That,""
8056,Cleo Laine,Not While I'm Around,""
8057,Tina Turner,Paradise Is Here,""
8058,Marvin Gaye,"Abraham, Martin and John",""
8059,Arthur Lee  Love,You Set The Scene,""
8060,Joan Armatrading,Warm Love,""
8061,Missa Luba,Sanctus,""
8062,Wolfgang Amadeus Mozart,"Ah, soccorso! (from Don Giovanni)","Soloist: David Franklin / John Brownlee / Salvatore Baccaloni
Orchestra: The Glyndebourne Festival Orchestra
Conductor: Fritz Busch"
8063,Johannes Brahms,Symphony No. 4 in E minor - 1st movement,"Orchestra: The Vienna Philharmonic
Conductor: Carlos Kleiber"
8064,Franz Schubert,"Piano Sonata No. 21 in B flat major, D960 -2nd movement",Soloist: Maurizio Pollini
8065,Giuseppe Verdi,"V'ho ingannato, colpevole fui (from Rigoletto)","Soloist: Tito Gobbi, Maria Callas,
Orchestra: Orchestra Of La Scala, Milan"
8066,Harrow School Boys,Goodnight Vienna,""
8067,William Shakespeare,"The Tempest Act 3, Scene 1",Artist: John Gielgud
8068,The Seekers,A World Of Our Own,""
8069,Giuseppe Verdi,Morr&#xF2;! La mia memoria (from La traviata),"Orchestra: Orchestra Of La Scala, Milan
Soloist: Ettore Bastianini, Maria Callas
Conductor: Herbert von Karajan"
8070,Ludwig van Beethoven,33 Variations on a Waltz by Diabelli,Soloist: Alfred Brendel
8071,Joseph Haydn,"String Quartet in G minor, Op. 74/3",Orchestra: Kodaly Quartet
8072,B&#xE9;la Bart&#xF3;k,String Quartet No. 6,Orchestra: The Emerson String Quartet
8073,Claude Debussy,Soir&#xE9;e dans Grenade (from Estampes),Soloist: Ivan Moravec
8074,Francis Poulenc,Gloria,"Soloist: Rosanni Carteri
Orchestra: The National Orchestra Of French Radio and Chorus"
8075,Richard Wagner,Die Walk&#xFC;re Act 1,"Soloist: Lauritz Melchior, Lotte Lehmann
Orchestra: The Vienna Philharmonic Orchestra
Conductor: Bruno Walter"
8076,Giacomo Puccini,"O Principe, che a lunghe carovane (from Turandot)","Soloist: Katia Riciarelli, Placido Domingo
Orchestra: The Vienna Philharmonic Orchestra
Conductor: Herbert von Karajan"
8077,Luciano Pavarotti,Recondita Armonia (from Tosca),""
8078,U2,Even Better Than The Real Thing,""
8079,Heitor Villa-Lobos,Samba-le-le (from Guia pratico),Soloist: Cristina Oritz
8080,Ralph McTell,Kew Gardens,""
8081,Alistair McDonald,Mouth Music,""
8082,The Central Band of The Royal Air Force,Royal Air Force March Past,""
8083,Andrew Lloyd Webber,Ingemisco...Lacrymosa (from Requiem),"Soloist: Sarah Brightman / Placido Domingo
Choir: The Winchester Cathedral Choir
Orchestra: The English Chamber Orchestra
Conductor: Lorin Maazel"
8084,William Barnes,Geate A-Vallen To,Soloist: Charlie Andrews
8085,Jean-Philippe Rameau,Les Boreades,"Choir: The Monteverdi Choir
Orchestra: English Baroque Soloists
Conductor: John Eliot Gardiner"
8086,Johann Sebastian Bach,St Matthew Passion - Peter's denial,"Soloist: Michael Chance, Anthony Rolfe-Johnson, Elizabeth Wilcock
Conductor: John Eliot Gardiner"
8087,Fairuz,Ya - Habeebi,""
8088,The Modern Jazz Quartet,Versailles (from Suite: Fontessa),""
8089,George Frideric Handel,Solomon,"Choir: The Monteverdi Choir
Orchestra: English Baroque Soloists
Conductor: John Eliot Gardiner"
8090,Les Mis&#xE9;rables,I Dreamed A Dream (from Les Miserables),Soloist: Patti Lupone
8091,William Steffe  Julia Ward Howe,Battle Hymn Of The Republic,"Choir: The Robert Shaw Chorale
Orchestra: RCA Victor Symphony Orchestra
Conductor: Robert Shaw"
8092,Peter O'Toole,The Impossible Dream,""
8093,Johannes Brahms,Symphony No 2 The Academic Overture,"Orchestra: The Royal Philharmonic Orchestra
Conductor: Thomas Beecham"
8094,Billy Joel,The Piano Man,""
8095,Patti LuPone,I Dreamed A Dream,""
8096,George Frideric Handel,"Dulcis amor, Jesu care (from Silete venti)","Soloist: Ann Mackay
Orchestra: European Community Chamber Orchestra"
